id	text	label
10039014	বলছিলাম কি পিনাকী কাকু এই বেডিরে বিয়া দিয়া আমাদের দেশবাসীরে বাঁচান বেডির ভিটামিন স্বামীর শাসন খুব দরকার	None
10039015	অন্তত তিন বছর পর নির্বাচন চাই	None
10039016	একমাত্র পিনাকী ভালো বাকি সব ভালা না আর কত পিনাকী করবে দাদা ও দাদা তুমি কি মুসলমান হয়সো নি এতদিন রুমিন ফারহানা ভালা আছিল এহান খারাপ হয়া গেসে গা তুমি এহন ফাউল হয়সো পিনাকি দা না ভাই	Abusive
10039017	আরে দাদা রুমিন ফালতু বহূরূপী বাঁচাল তাকে নিয়ে সময় নষ্ট করেছেন কেন	Abusive
10039018	সেই আইক্কাওলা বাঁশটা দিল রুমিন ফারহানারে আরেকটা আইক্কাওয়ালা বাঁশ দেওয়ার দরকার	Abusive
10039019	কৃতজ্ঞতা পিনাকী দাদা	None
10039020	দাদা এই মহিলারে আরো বেশি বেশি করে বাঁশ দেন দেখলেই অসহ্য লাগে	Abusive
10039021	দাদা তুমি সত্য বলা ভুলে গেছ	None
10039022	রাস্তা একটা বাটপার রনি ফারহানা নিয়মিত	Abusive
10039023	শামীম ওসমান প্রায় সময় রুমিন ফারহানাকে খেলাধুলা করতেন এটা কেউ মানেন আর না মানেনওদের অন্তরঙ্গ দেখলেই বুঝা যায়	None
10039024	দাদা ঠিকই বলছে এই দেখছি সঠিক পথেই আছে বাংলাদেশের বুদ্ধিজীবীরা সাংবাদিকরা যদি ভাবে থাকত সঠিক পথে অবশ্যই বাংলাদেশ সঠিক স্থান দিয়ে কয়টি হয়	None
10039025	সৃষ্টিকর্তা বেশ সময় বেশ কিছুই বুঝে শুনে করেন তাহার বড় উদাহরণ রুমিন ফারহানার বিয়ে না হাওয়া যে বেটা ওকে বিয়ে করবে তাহার সারা জীবন বরবাদ হয়ে যেত	None
10039026	শিক্ষিত শয়তান	Abusive
10039027	দাদা রুমিন বিয়ে করেনা কেনআপনার অনুসন্ধানে জানতে চাই	None
10039028	সেই রকম এটা ভিডিও	None
10039029	দাদা আপনার কথাগুলো 100 সত্য এবং দেশের মানুষের জন্য সতর্কবার্তা	None
10039030	রুমিন তোমাকে পাইলে মানুয গায়ের কাপড় খুলে নিবে	Abusive
10039031	অসাধারণ দাদা	None
10039032	ফাসি আর জেল দিলে তর সমস্যা কি তুইত ভয়ে জীবনে দেশেও আসবি না সেই যে দৌড় খেয়ে পালিয়েছিস সেই গিয়েছিস ত গিয়েছিস ই সেখানকার সরকারের পায়ে ধরে আশ্রয় নিয়ে থাক তুই মনে করিস তরে ফাসি আর জেল দিলেই কি তুইত দেশেই আসবি না	Abusive
10039033	ঠাপা আবিয়াইত্তা গিমারে	None
10039034	টা সেই	None
10039035	রুমিনকে কখনোই সংগতিপূর্ণ মনে হয়নি ননসেন্স কথাবার্তা বলে অহংকারী মুর্খ	Abusive
10039036	রুমি ফারহানা টাকার বিনিময় শীর্ষ সন্ত্রাসীদেরকে জামিন করাইতেছে	Abusive
10039037	কৃতজ্ঞতা পিনাকী দাদা একবারে সত্য নির্ভর সংবাদ তুলে ধরেছেন এই দালালদের আমরা সাধারণ মানুষ এদের আসল রুপ ধরে ফেলেছি	None
10039038	রুমিন ফারহানার বাবা ড অলি আহাদ ছিলেন আওয়ামী লীগের প্রতিষ্ঠাতা সাংগঠনিক সম্পাদক	None
10039039	মমতাজের আপডেট ভার্সন ব্যারিস্টার রুমিন ফারহানা	None
10039040	বুদ্ধি বেশি হইলেও আক্কেল কম মজা পাইলাম	None
10039041	আধা ঘন্টা করে দেখার পরও বিরক্ত না লাগা আমি এক ক্ষুদ্র ব্যক্তি বলছি	None
10039042	দাদা ওরতো হাসিনার মতো শামি নাই ওরে একটু মোদিরকাছে পাঠান	None
10039043	ভালো দিছেন	None
10039044	রুমিন ফাফহানা	None
10039045	দাদা সেলুট আপনারে	None
10039046	স্বামী নাই তো তাই বাশ খেলে ভালো	Abusive
10039047	ইনকিলাব জিন্দাবাদ	None
10039048	তাড়াতাড়ি বিয়ে দিয়ে দাও	None
10039049	বঙ্গবান্ধবী	None
10039050	সকলের জানা উচিত পিনাকির অতীতের কুকর্ম যে বাংলাদেশের বগুড়া জেলার ২৯০ জন শিশুকে নকল ওষুধ দিয়ে হত্যা করেছে আর এখন ফ্রান্স বসে দেশ প্রেমের নাম দেশের অগ্র গতিকে নষ্ট করছে  	Abusive
10039051	পিনাকি তোর জন্মের দোষ আছে	Abusive
10039052	তোমার জন্মের দোস আছে	None
10039053	তুমার বাপ যে দাদা পাকিস্থানের ছিল ওনার নাম যেন কিচেহারায় কিন্ত মেলা মিল	None
10039054	তুই আকাডা কঠিন মুত পড়া খাইছিস সুদিনুসের বুজাই যাচ্ছে	Abusive
10039055	একদম দাদার গঠন পাইছে রুমিন ফারহানা	None
10039056	সফলতা বাংলা ধানের শীষ	None
10039057	মমতাজ প্রো	None
10039058	সাবাস দাদা ইনকিলাব জিন্দাবাদ	None
10039059	কৃতজ্ঞতা পিনাকী দাদা কে	None
10039060	আপনারা খেয়াল করছেন ভারতের চ্যানেল এ রুমিন এর নাম লিখছে রুমিন ফাফহানা	None
10039061	এই সমস্ত নষ্ট রুমিন ফাইরালার জন্য বিএনপি বান্গুু হুগা মারা খাইবো	Political Hate
10039062	তর মার হেডা	Profane
10039063	নগর ভবনে দশ দিন ধরে বাল বাজি করছে	Profane
10039064	বাংলাদেশের রাজনীতিতে পিনাকী দাদার মতো এই কয়েকজন দিকপাল হতে বর্তমান সময়ে দেশের মানুষের পক্ষে এবং এই বাংলাদেশ তার এই সংকট পূর্ণ সময় হতে উত্তরণে আরো কিছু দায়িত্বপূর্ণ ভূমিকা আমরা আশা করি বর্তমানে সশস্ত্র বাহিনীর সক্ষমতা বিশেষ করে বিমান বাহিনীর দুর্বলতা দেশের স্বাধীনতা সার্বভৌমত্বকে গভীর সংকটে নিপতিত করেছে অতএব বর্তমানে সশস্ত্র বাহিনীতে ভারতীয় দালাল মুক্ত করে সংস্কার এবং বিমান বাহিনীতে চাইনিজ জে১০ সি পিএল ১৫ মিসাইল সহ অন্ততপক্ষে দুই স্কোয়াড্রন এবং পাকিস্তান হতে আধুনিক মিসাইল সিষ্টেম ফাত্তাহ সহ জে এফ ১৭থান্ডার দুই স্কোয়াড্রন কেনার মাধ্যমে এই দুই দেশের সাথে নিরাপত্তামূলক সামরিক চুক্তি করে দেশের বহিশত্রুর হুমকি মোকাবেলায় কার্যকর পদক্ষেপ নিলে দেশের রাজনৈতিক এবং আভ্যন্তরীণ সমস্যা ৮০ সমাধান হয়ে যাবে বলে আমাদের বিশ্বাস আমি এই দেশের একজন ক্ষুদ্র জনগণ এবং জুলাই গণঅভ্যুত্থানের একজন ক্ষুদ্র কর্মি এবং এই দুই জন বিশাল ব্যাক্তিত্বের একজন ক্ষুদ্র ভক্ত হিসেবে দুই জনের কাছেই অনুরোধ করব তারা যাতে এই সংবিধান সংস্কারের পাশাপাশি এই দুটি বিষয় নিয়ে সরব হয়ে জাতীয় নিরাপত্তা উপদেষ্টা জনাব খলিল এবং প্রফেসর ইউনুস সরকারের উপর কার্যকর চাপ প্রয়োগের মাধ্যমে এই তিনটি বিষয় এই অন্তর্বর্তী সরকারের আমলেই সমাধান করেন এগুলো সমাধান হলে তিস্তা চুক্তি কার্যকর হওয়া থেকে শুরু করে রোহিঙ্গা সংকট পর্যন্ত সর্বক্ষেত্রেই বাংলাদেশ ভারতীয় এবং বহির্বিশ্বের পরাধীনতা হতে মুক্তি পাবে এবং বাংলাদেশের মানুষ সত্যিকারের স্বাধীনতা সার্বভৌমত্ব উপভোগ করতে পারবে যেগুলো শুধুমাত্র এই সরকারের আমলেই সম্ভব	None
10039065	রুমিনকে পচাতে এই প্রমান গুলোই যথেষ্ট	Abusive
10039066	আপাকে ধোঁয়ার জন্য কৃতজ্ঞতা দাদা	None
10039067	ভোটের রাজনীতি মানে কৌশল  দাদা বিএনপি সে কৌশলে হেরে যাচ্ছে স্বৈরাচার কাছে কখনো হার মানেন নাই সত্য প্রকাশ করলে হেডম লাগে সেটা আপনার ভিতর আছে দাদা	Political Hate
10039068	আমি জানিনা আমার কমেন্টি পড়বেন কিনা আমার কথা আছে যে বিএনপি যে বলে আমরা চাদবাজ না তাহলে ক্ষমতাই না যেয়েই কি ভাবে তারা ইউনিয়ন পরিশোধ গুলো কাদের দখলে সেই পাঁচই আগষ্টের পর থেকেই এটাকী আইনি ভাবে আছে দেশকি প্রশাসন নেই জানিনা বুজাতে পরছি কি না	Political Hate
10039069	একদম ভরে দিছে	None
10039070	দাদা আপনি একটা জিনিস	None
10039071	দাদাএই তো একটা ঘুপশি	None
10039072	দেশে আহো কাকু	None
10039073	রুমিনের চিপা দিয়ে ডুকিয়ে দিলেন পুরোটা	None
10039074	যে চাঁদাবাজ দের বিরুদ্ধে আমি তার পক্ষে যে দখলবাজদের বিরুদ্ধে আমি তার পক্ষে যে ভারতীয় আগ্রাসনের বিরুদ্ধে আমি তার পক্ষে হোক সে হিন্দু বৌদ্ধ বা মুসলিম আমি জনগণের পক্ষে ন্যায়ের পক্ষে কল্যানের পক্ষে	None
10039075	একজন পিনাকি হাজার জন বিএনপির নেতা কর্মী র চাইতে উত্তম পিনাকি দার একটা কন্টেন্ট বিশ্ববিদ্যালয়ের ১০টা ক্লাসের সমান	None
10039076	এই ইডিটর সাহেব এর সাথে দেখা করতে চাই পিনাকী দা	None
10039077	একজন ভন্ড মহিলা	Abusive
10039078	আওয়ামী ফ্যাসিবাদের সময় যারা ভালো থাকবে তারা এই সময় ভালো থাকবে না এটাই স্বাভাবিক	Political Hate
10039079	সেই হয়েছে দাদা	None
10039080	ইরান ফিলিস্তিন জিন্দাবাদ বাগেরহাটের মোল্লা হাট উপজেলা থেকে জামায়াতে ইসলামী বাংলা দেশ জিন্দাবাদ	None
10039081	দাদা আপনি এখনো ভাল	None
10039082	ফজু পাগলা	Abusive
10039083	রাইট	None
10039084	বি এন পি র বেশ্যা	Profane
10039085	ইনকিলাব জিন্দাবাদ	None
10039086	নষ্ট মহিলা মুনাফেকী করা এর ধর্ম আওয়ামী ও ইনডিয়ান ইসকনের হয়ে কাজ করে	Religious Hate
10039087	দাদা যে মারটা দিলেন	None
10039088	চাঁদাবাজের আশ্রয় প্রশ্রয়দাতা রুমিন ফারহানা ভারতের দালাল ফ্যাসিবাদের দোসর	Abusive
10039089	রুমিন ফারহানা শিখতে পারেনি যে অসত্য কথা উচ্চ শব্দে বললেই সেটা সত্য হয়ে যায় না ভারতের গণমাধ্যমে নিজ দেশেের গীবত পরচর্চা করে নিচু রুচীর পরিচয় দিয়েছেন রুমিন ফারহানা	Abusive
10039090	রুমিন ফারহান একজন লোভী মহিলা  হাসিনার কাছে দুই কাটা জমি আবেদন করেছিল এজন্য হাসিনার সাথে ও দেখা করেছিল  কিন্তু কাজ হয়নি পায়নি জমি	Abusive
10039091	বাঁশ টা সঠিক জাগায় দেয়া হয়েছে আমার যে কি ভাললাগতাছে	None
10039092	দাদা রুমিন আপার যে বয়স কি করে একা থাকে বিয়ের সাদি কি করবে না	None
10039093	ভারতের দালাল রোমি	Abusive
10039094	রুমিন একটা ফালতু মহিলা	Abusive
10039095	দাদা অনেক কৃতজ্ঞতা আপনাকে	None
10039096	শেক চোখমারানি রুমিন ফারহানা কে বাশ দিলো পিনাকি দাদু	Abusive
10039097	এইসব করে উস্কে দিয়ে উসকে দিয়ে দেশের অবস্থা খারাপ করে আপনার লাভ আপনার তো বাহিরে আছেন আপনার কোন সমস্যা নাই আমরা যারা দেশে আছি আমরা খুব অশান্তিতে আছি এগুলি ছাড়ে দেশকে আগে এগিয়ে নিয়ে যান ভালো হবে	Political Hate
10039098	আপনি একটা ভন্ড লোক	Abusive
10039099	দাদা আপনার জন্যই আমরা ভুলো মন বাংগালী পিছনের কথা গুলো মনে করতে পারি	None
10039100	সবসময় পাশে আছি এগিয়ে যান	None
10039101	দাদা স্যালুট	None
10039102	আসসালামুয়ালাইকুম ভাইয়া আমি সোনারগাঁও থানার হোসেন পুর পিরোজপুর উচ্চ বিদ্যালয়ের উপবৃত্তি প্রদান করা হয়েছে যেসব ছেলে মেয়ে মাষ্টারদের কাছে কোচিং করে তাদের কে দেওয়া হয়েছে আর একজন গরিব ও রিস্কা চাল দিন মুজুর ছেলে মেয়ে দের কে দেওয়া হয়েছে না এইটা একটু দেখবেন	None
10039103	ভাই পেনকেক আপনিও কিন্তু একী দলে আপনি ত আরো ভয়ংকর ফিতনা ছরান আপনার কি মনে হয়না আপনার রবের সামনে একদিন দারাতে হবে	None
10039104	মাথা না থাকলে জ্ঞান হয় না আপনার অবস্থা একই	Abusive
10039105	উফফফ কি যে ভাল লাগতেসে রে ভাই  ওরে বাঁশডলা টা আরো আগেই দেওয়া উচিৎ ছিল দাদা স্যালুট	None
10039106	সবার মুখোস খুলে দিন	None
10039107	ও তুমি ফ্রান্স থাকো নাস্তিক এর দেশ	Religious Hate
10039108	যে পাতে খায় সেই পাতেই পায়খানা করেএই মহিলা	None
10039109	রবিন ফারহানা তোমার কথায় কথায় ব্যথা আমি আবার আসতেছি তোমার ফ্ল্যাটের নিচে যেরকম দাঁড়িয়ে অকথ্য ভাষায় গালাগালি করছে আমিও করবো ইনশাল্লাহ কিন্তু ভালতার সহিত টোকাইদের কে নিয়ে নয় তোমার মানে তোমার সাথে যারা অ্যাডভোকেট করে অ্যাডভোকেট তোমাকে গালিগালাজ করবে	Abusive
10039110	এই কথার পর যদি নির্বাচন	None
10039111	দাদা কিন্তু হেব্বি মজার মানুষ লাভ ইউ দাদা	None
10039112	দাদা রুমিন ফারহানা কে নিয়ে আরো একটা এপিসোড তৈরি করেনযাতে করে সে বিয়ের আগে গর্ভবতি হয়ে যায়	None
10039113	সহমত দাদা রুমিন আওয়ামী দালাল	Political Hate
10039114	বহুরূপী এক জটিল চরিত্রের মহিলা ভাইরে ভাই	None
10039115	অসংখ্য শুভেচ্ছা দাদা শেখ রুমিন কে আমাদের বাংলাদেশের মানুষের সামনে তার আসল পরিচয় তুলে ধরার জন্য এবার মানুষ তাকে ভালোভাবে চিনবে আসলে সে কোন দলের হয়ে কাজ করে	None
10039116	দূর বা আমি তো আপনার প্রেমে পড়ে যাচ্ছি যাচ্ছি কি কই গেছি	None
10039117	অভিনয়ের জন্য নারী সেরা রেহ	None
10039118	দাদা এ একটা নর্তকী এর কথা শুনলে মাথা নষ্ট হবে	Abusive
10039119	মহিলা দ্বিচারিণীর মতো কাম করে একবার বলে নিরাপত্তা ছিলো না আবার বলে নিরাপত্তা নাই তাকে বি এনপি নমিনেশন দিলে পঁচে যাবে	Abusive
10039120	উফ একদম উদোম করে দিলেন দাদা সেই হইছে	None
10039121	খুব সুন্দর একটি এপিসোড ছিলেন দাদা স্যালুট	None
10039122	আরেকটা সিল মারেন এই শালীরে	Profane
10039123	দাদা ফজু পাগলারে নিয়া একটা এপিসোড বানানো হোক	None
10039124	রুমিন ফারহানা মহা ধান্দাবাজ সে ভাবে কেউ সেটা ধরতে পারবে না প্লটের লোভে আওয়ামী লীগের পা চেটেছিল সে সেটা ফাঁস হয়ে যাওয়ার পরে আবার ভীষন ভাবও নিয়েছিল প্রত্যাহার করে সরকারের কাছে প্লটের আবেদন ও প্রত্যাহার নিয়ে যা বললেন রুমিন ফারহানা	Abusive
10039125	রুমিন ফারহানা কেকেউ বিয়ে করে না ভাবছিলাম আমি বিয়ে করবো কিন্তু ভাই পাগল ধরেবউ বানানো যায় না	None
10039126	দাদা খুব মজা লাগছে হাসতে হাসতে পেট ব্যাথা হয়ে গেছে	None
10039127	এজন্যই তো উনার বিয়ে হয় না	None
10039128	রাজাকারের ছারা এই জায়গায়	Abusive
10039129	রাজাকার	Abusive
10039130	ডলা ঠিক মত হইছে	None
10039131	এরকম বাঁশ ই দরকার ছিল কৃতজ্ঞতা	None
10039132	আপনার ভিডিওগুলো আমার খুব ভালো লাগে পিনাকি দাদা আপনার মতো বিশ্লেষন গুলো	None
10039133	অবিবাহিত রুমিন মাগীর হেটার মাল মাথায় উঠে গেছে ওরে সেই মাপের ঠাপ দেওয়ার জন্য পিনাকিনী দাদা আপনাকে শুভেচ্ছা	Profane
10039134	আপার বিয়ের আগে নির্বাচন চাই না	None
10039135	সত্যি কথা বলতে এই মহিলাকে অনেক ভালো লাগতো আওয়ামিলীগ এর আমলে টকশো তে যেয়ে যে সত্য উন্মোচন করতো তা সাহসের পরিচয় রাখে বলে আমার ধারনা ছিল কিন্তু ৫ তারিখের পর তার আসল রুপ বের হয়ে আসে	None
10039136	দেরিতে হওয়া সবকিছুই সুন্দর হয় ইনকিলাব জিন্দাবাদ	None
10039137	বিএনপি বলে আওয়ামী লীগ হলে ভালো ছিল	Political Hate
10039138	ভাইয়া আমি আপনার সাথে কথা বলতে চাই কি ভাবে হবে	None
10039139	কি যে বলব	None
10039140	রুমিন একটা বেসসা	Abusive
10039141	কাকা করছেন ডা কি	None
10039142	বাংলাদেশের মানুষ পরিশ্রম করে খেতে দুর্ভোগ হয় তাই তারা জনগণের সেবা করার জন্য পাগল কারন সেখানে তাদের পরিশ্রম করতে হয় না চাদা বাজি টেন্ডার বাজ করে খাবে	Abusive
10039143	দাদা ওর কি লিংক নাই আমি ভাইরাল করতাম চাই	None
10039144	দাদা রুমিনের একটা জামাইর ব্যবস্থা করে দেন দেখবেন তখন সব ঠান্ডা হয়ে গেছে	None
10039145	রুবিনা রে মুসলমানি করাইতে হবে	Abusive
10039146	তাহলে তো সবার বিছানায় খটকা পাইছে	None
10039147	সঠিক কথা তুলে ধরার জন্য কৃতজ্ঞতা	None
10039148	পিনাকি তাতে লাভ কি	None
10039149	এখানে রুমিন ফারহানার কোনো দোষ নেই ৩ দিন হাগু না হলে এমন ই হওয়ার কথা কারন পেটের গ্যাস মাথায় উঠে যায়	None
10039150	রাইট কথা গুলো আপনার ব্রুনাই থেকে দেখচি বিএনপির আচরন আওমিলিগের মতো দেখতেচে হাচিনা যাওয়ার পর থেকে	Political Hate
10039151	রুমিন কে বয়কট কর সবাই	None
10039152	যত সব নষ্টের মুল হলো এই দাদা	Abusive
10039153	বুদ্ধি বেশি হলেও আক্কেল কম	Abusive
10039154	আপনি একজন দেশ প্রেমিক আপনার জন্য শুভকামনা	None
10039155	অসংখ্য কৃতজ্ঞতা নিজে তো পারমু না আপনার দিকেই চেয়ে ছিলাম এই মাগি রে বাশ দিবেন আপনি দীর্ঘজীবি হন আপনার দরকার আছে	None
10039156	আপনার মতো একজন মানুষ আছে বলেই আমরা সত্য টা জানতে পারি	None
10039157	তোর কবরে মুতবে বাঙালি দিবস বানিয়ে দেশে আয়	Abusive
10039158	আরো আগে বাশ দেয়া উচিৎ ছিলো	Abusive
10039159	শান্তি অনুভব করছি পিনাকি দা	None
10039160	এমনভাবে প্রমাণ সহ এমনভাবে কাউকে ধুয়ে দিতে আপনিই সেরা	None
10039161	সাব্বাস আমরা পিনাকির জন্য শুভকামনা করছি	None
10039162	শামীম ওসমানের খাট কাঁপানো রুমিন	None
10039163	কী ফাইন করে আও করিচ্চে	None
10039164	প্যান্টি টা অন্তত না খুললে ভালো হতো	None
10039165	দাদা বিএনপিকে মন থেকে পছন্দ করতাম শহীদ জিয়ার আদর্শের দল হিসেবে এখন এদের আচরণ এতটাই মনঃক্ষুণ্ণ যে এদের নাম শুনলে ঘৃণা লাগে প্রতিটা থানা প্রতিটা জেলায় এদের অত্যাচার এতটাই বেশি হয়ে গেছে যে সাধারণ মানুষের ধৈর্য সীমার বাহিরে চলে গেছে মানুষের মনে এখন একটা ভয়ের জন্ম নিয়েছে যে নির্বাচনের আগে যদি এই অবস্থা হয় তাহলে নির্বাচনের পরে কি হবে	Political Hate
10039166	আপনি ও কিন্তু মাঝে মাঝে ফাওল করনার করেন	None
10039167	রুমিন ফারহানা ১০০ ঠিক বলেছেন	None
10039168	রুমিন একজন একনিষ্ঠ দালাল	Abusive
10039169	রুমিন ফারহানার মুখোশ উন্মোচন করার জন্য দাদাকে অনেক কৃতজ্ঞতা️️	None
10039170	এবার ঠিক আছে	None
10039171	সালাউদ্দিন আহমেদ কে আরেকটা ভিডিও বানান উনি একটু বেশিই পক পক করে	None
10039172	দাদা বেশ দিন পরে একটা ছিল পাইলামকৃতজ্ঞতা আপনাকে	None
10039173	দুই রানের মাজে ব্যাথা	None
10039174	আপনি ও পারেন বটে	None
10039175	খুব মজা লাগিছে বলে দিলাম দাদা	None
10039176	তোর মাথায় সমস্যা আছেঝাউরা তুই তো ঠিক মতো বাংলাইতো বলতে পারস না	Abusive
10039177	শুভেচ্ছা পিনাকী ভাইকে এমন বাস্তবতাকে তুলে ধরা র জন্য  ঘৃণার থুথু নিক্ষেপ করলাম রুমিন ফরহানার উপর	None
10039178	আমার রাজনৈতিক কোন কথা ভালো লাগে না কিন্তু আজকে মনটা খারাপ তাই মন ভালো করতে ভিডিও টা দেখতে আসলাম খুব আনন্দ পায় দাদার কথা বার্তা শুনলে	None
10039179	শান্তিতে বসবাস করার পরিবেশ বানাবে হতাশ বাংলাদেশের জনগণ  কে দেখতে চাই দেশের গুরত্ব যেকোন জায়গায়	None
10039180	বাংলাদেশে সরকারে গুরুত্বপূর্ণ স্থানে সৎ মানুষের বিরল  যে কিনা দেশকে শান্তিতে বসবাস করার পরিবেশ বানাবে হতাশ বাংলাদেশের জনগণ  কে দেখতে চাই দেশের গুরত্ব যেকোন জায়গায়	None
10039181	বাংলাদেশে সরকার গুরুত্বপূর্ণ স্থানে সৎ মানুষের বিরল  যে কিনা দেশকে শান্তিতে বসবাস করার পরিবেশ বানাবে হতাশ দেশের জনগণ কে দেখতে চাই  দেশের গুরত্ব যেকোন জায়গায়	None
10039182	পাপিয়া প্রবাসীর বিরুদ্ধে কথা বলছে দাদা দেন সিল লাগায়া	Abusive
10039183	দাদা সিল একটা কম হয়েছে কিন্তু আজকে	None
10039184	জামায়াতে ইসলামী জিন্দাবাদ ইনকিলাব জিন্দাবাদ	None
10039185	কাল নাগীনি	None
10039186	রুমিন তুই বাটপার	Abusive
10039187	চমৎকার বাঁশ দাদা	None
10039188	এর মত একজন মেন্টরের কথা শুনে যারা তারাও মেন্টাল	Abusive
10039189	চমৎকার ছিল চমৎকার কৃতজ্ঞতা দাদা	None
10039190	সরকার শুধু সরকারি স্কেলে বেতন বাড়ানো নিয়ে ব্যস্ত থাকে আর লক্ষ লক্ষ শ্রমিক গার্মেন্টস শ্রমিকদের বেতন নিয়ে কেউ কোন চিন্তাই করে না বিষয়টা ঠিক না দয়া করে ফি নাকি দাদা একটু এই বিষয়ে তুলে ধরবেন প্লিজ লক্ষ লক্ষ শ্রমিক যে বেতন পায় সংসার চালানো অনেক দুর্ভোগ হয়ে যায় প্লিজ শ্রমিকদের বিষয়ে একটু কথা বলার জন্য আপনাকে বিশেষভাবে আহ্বান জানাচ্ছি আমরা শ্রমিক পক্ষ থেকে	None
10039191	বেশির ভাগ কথাই বাস্তবতা থেকে দূরে রেটরিক	None
10039192	আপনি আসেন বাংলাদেশে আপনাকে খুজছে বাংলাদেশ	None
10039193	যারা সত্যি কথা বলে তারা অজনপ্রিয় হন রুমিন ও ফজলু এর উদাহরণ	None
10039194	পিনাকি দা জিন্দাবাদ বাংলাদেশ জিন্দাবাদ ১০০ ঠিক বলেছেন রুমিন ও ফজলু দুইডা ই ও আওয়ামী লীগের দালাল	Abusive
10039195	পিনাকী দাদা এই বেশ্যারে দেখাইলে বারেবারে ওগো ভাইঙ্গা যায় ভাই আমি খাগড়াছড়ি থেকে বলতেছি	Profane
10039196	নাকি দাদা আমি দেশ প্রেমিক মানুষ আপনাকে অনেক ভালোবাসি এই মাগীরে আপনি বারে বারে দেখেন না ভাই আপনার অনুরোধ করি ও তো বাজারের ম দেশের কি বলে বোঝেন নাই কি বলে	Profane
10039197	আমি তো দিমু না আমার 14 গোষ্ঠীরেও বিএনপিরে ভোট দিতে দিমুনা এরা খারাপ মুনাফিকরা	Political Hate
10039198	রুমিন ফারহানা ইসরাক ফজু পাগলা এদের জন্য বিএনপির ভোট অসংখ্য কমে গেছে	Abusive
10039199	শেখ রুমিন ফারহানা	None
10039200	আওয়ামীলীগের নেতাকর্মি ১০ কোটি মানুষের কাছে পিনাকী ভট্টাচারিয়াও অত্যন্ত ঘৃনিত একটি নাম	Political Hate
10039201	সেই হইছে	None
10039202	খোব ভাল হবে নির্বাচন পাঁচ বছর পরে হলে	None
10039203	এক রুমিন ফারহানই যথেষ্ট বিএনপিকে ডুবানোর জন্য	Political Hate
10039204	দাদা একটা মাল সেই হইছে	None
10039205	একে আগে ভালো লাগতো এখন বুঝতে পারছি এই ব্যাক্তিও কম কিছু না	None
10039206	মুখোশ খুলে দিলো	None
10039207	রুমিনের খাস দালালের সিল মারার সিনটা সেরা ছিলো	Abusive
10039208	বেশ সুন্দর আলোচনা	None
10039209	বিএনপি বয়কট	Political Hate
10039210	নাকি এনালাইসিস	None
10039211	দলের তুরিন আফরোজ হল রুমিন ফারহানা নিজে তো পঁচে গেছে এবারে কেও পচাবে	Abusive
10039212	ফজু পাগলের সাথে শেখ রুমিন ফারহানার বিয়ের অনুষ্ঠানে আপনারা আমন্ত্রিত	Abusive
10039213	দাদা তুমি তোমার জবাব তোমার সাথে কারো তুলনা চলতেছে না বাংলাদেশে চালিয়ে যাও	None
10039214	আওয়ামী সরকার এর সময় এই বেড়ির কথা সাহস জোগাতো কিন্তু এখন এই বেড়ি কেমন যেনো আওয়ামীলীগকে আনতে চায় যায়গায় পল্টি মেরে দিলো	Political Hate
10039215	এই মহিলা একটা দালাল	Abusive
10039216	আমার মতে দুই টা দায়িত্ব একটি স্বরাষ্ট্রমন্ত্রী আরেকটি স্বাস্থ্যমন্ত্রী দেওয়া হোক পিনাকি স্যার কে	None
10039217	বান্ধবী ললিতা টা খুব সুন্দর ছিল	None
10039218	উনাকে সুন্দর করে ধরে শশী দেন না হোলে সে ভালো হবে না	None
10039219	মাগীবাড়ি রমাগী	Profane
10039220	অসাধারণ দাদা ওরে বাঁশ দেওয়াটা সুন্দর হয়ছে	None
10039221	স্যালুট	None
10039222	বিএনপিকে নির্বাচন ছাড়া ক্ষমতা দেওয়া হোক	Political Hate
10039223	একদম ঠিক কথা বলেছেন এই ভিডিওটি অপেক্ষা ছিলো	None
10039224	এক কথাই অসাধারণ দাদা	None
10039225	রুমিন ফারহানা আওয়ামী লীগের আমুলে তার গাড়ি বোরে ​আক্রমণ করেছিল	Political Hate
10039226	দাদা আপনাকে আমার পক্ষ থেকে আপনাকে সালাম আপ্নে আমাদের দেশের অহংকার আপনাকে নিয়ে আমাদে গর্ব	None
10039227	দাদা আপনার সাথে কথা বলতে চাই	None
10039228	এটা আবার কওয়া লাগে নাকি আবিয়াত্যার কোন জায়গায় ব্যাথা জানেন না	None
10039229	ইনকিলাব জিন্দাবাদ 🇧🇩	None
10039230	রুমিন এর স্বামী বিদেশে তাই বুঝেনই তো	None
10039231	বিএনপি কে আমি এখন ভোট দিতে পারলেও বিএনপিকে ভোট দিতামনাআমি কিন্তু মনে প্রানে বিএনপি কে ভালোবাসি কিন্তু বর্তমান এ বিএনপি হ্মমতা লোভী হয়ে উঠেছে এটা তাদের কাজ কাম কথা বার্তায় ফুটে উঠেছে	Political Hate
10039232	দাদা এগিয়ে যান আমরা আপনার পাশে আছি	None
10039233	এই মাগীকে নিয়ে ভিডিও বানানোর দরকার ছিল	Profane
10039234	এই রুমিনদের জন্য বিএনপির বদনাম হয়	Political Hate
