id	text	label
38918	যেই দল দেশের জনগণের পাল্স বুজে কথা বলবে না দেশ ও জনগণের জন্য রাজনীতি করে না এবং খাতায় যাওয়ার জন্য জনগনের ওপর কোন ভরসা ব আস্তা রাখেনা দিন শেষে আওয়ামীলীগের পরিণতি ভূগ করতে হবে রুমিন ফারহানারা নিজেদেরকে খুব চালাক মনে করে শাক দিয়ে মাছ ঢাকার চেষ্টা করে আর জনগনকে বুকা ভাবেজনগন এইসব রুমিন ফারহানাদের বুজে গেছে সতারাং পরিনতি খুব খারাপ হবে	Political Hate
38919	ওকে	None
38920	আমি বিএনপি করি তবে দেশের যে অবস্থা বিএনপির প্রতি আস্থা হারিয়ে ফেলেছি	Political Hate
38921	বি এন পির সবগুলো জোকার	Political Hate
38922	প্রথম বার ভোট দিব যদি দেশ হইতে যদি দূর্ণিতী বন্ধ করে দিতে পারে কসম কাটে তার ক্যাডার নেতাদের সড়িয়ে শিক্ষিত যুবক ও ভাল নেতা দিয়ে সততার সাথে দেশ চালাবে অঙ্গীকার করলে ভোট দিব দাদা আপনার মুখে সব ভালো কিন্তু বিএনপি এর সাপোর্ট ভালো লাগে না আপনি ডিরেক্ট ও ইনডিরেক্ট বিএনপি কে সাপোর্ট করে সব ভিডিওতে প্রথম ধুয়ে দেন পরে প্রেম দেখান এগুলা ভালো না দাদা আপনারা বড় পর্যায়ের লোক তো হয়রানি আপনারা হন না এই যে সাধারণ জনগণের ঘারে বন্ধুক রেখে গুলি চালিয়ে আজ আজ ক্ষমতা ক্ষমতা করছে এগুলো জনগন সব বুঝে আমরা সবাই জিম্বি হয়ে গেছি দাদা শুধু আপনাকে বড় লেভেলের একজনের মধ্যে দেখি যে আমার মুখের কথা আপনার মুখ দিয়ে বলেন তাই কিন্তু এখন আস্তে আস্তে দুর্ভোগ লাগছে দাদা ইন্টারনেট ব্যবসা বালুর ব্যবসা ইটের ব্যবসা বাজারের চাদা সরকারী বেসরকারী নির্মান কাজের কন্ট্রাক্ট গার্মেন্টস্ ব্যবসার চাদা এমনকি কেও এলাকায় নতুন বাড়ী করতে গেলে টাকা দেওয়া এগুলা কিছু বাকি নাই আওয়ামী করছে তা অস্বীকার করি না কিন্তু নতুন করে দেশ যদি সুচনা করে থাকে তাহালে এগুলো পূণরায় হচ্ছে কেনো আর আপনি যতই যতই উপরে উপরে বলেন কিন্তু এগুলো বন্ধ করতে পারবেন না কারণ আপনাদের সবার লাভ আছে আমাদের চুষে খেয়ে আপনারা জনগনকে ভোদাই বানান বাংলাদেশে সব রাজনৈতিক দল ভন্ড এখনও সময় আছে ইতিহাস তৈরি করার কোন এগুলো করে ইনকাম করা লাগবে আর যদি করা লাগে তাহলে বালু নির্মান কাজের কন্ট্রাক মাঠ ঘাট ইট ইন্টারনেট বৈধ ব্যবসাগুলো এমন করে দিলে হয় না যে এই ব্যবসা গুলো শুধু রাজনৈতিক নেতা কর্মিরা পাবে তাদের নিজ নিজ এলাকায় কিন্তু সরকার থেকে টেন্ডার নিয়ে ব্যবসা করবে যাতেসরকার একটি অংশ পায় আর বাড়ী তুলতে গেলে টাকা বাজারের টাকা কসাইদের থেকে টাকা মাদক ব্যবসায়ীদের লালন পালন সহ আরও বেশ কাজ আছে এগুলো বাদ দিয়ে সরকার যদি কাজ করে তাহলে ক্ষতি কি আর যদি আন্ডার ওয়াল্ড এর কথা বলি আমি মনে করি রাজনৈতিক নেতারাই ডন এখন আর যদি ডন মারতে গুম খুন শুরু করতে হয় তাহলে খারাপ কি গুন খুন যদি ভালো কাজে লাগানো যায় সমস্যা নাইতো কিন্তু এগুলো আপনারা করবেন না কারণ মোটা অংক না এসে ছোট অংক আসবে তাই আমার ছোট হইতে পারি রাজনীতি নিয়া অনেক ভেবে দেখছে ক্ষমতার মজা বড় মানুষ ই নেয় আমরা তো শুধু বলি কা বাকরা	Political Hate
38923	এভাবে বাঁশ দেওয়া ঠিক আছে	Abusive
38924	কৃতজ্ঞতা দাদা রুমিন ফারহানারে চুদে দেওয়ার জন্য এভাবে আমাদের দেশটা পাহারা দিবেন	Profane
38925	দাদা রুমিন ফাটা জোনার বিয়েই হয় নাই তাহলে ফসাত ফসাত করে কেমনে 	Abusive
38926	রুমিন ফাটাজনা	None
38927	রুমিনকে এখন হিরো আমল ও বিয়ে করতে চায় না  মনে হয় আর ঘরের খাম্বার কাজে ও লাগানো গেলোনা আহারে মহিলা  ভারতীয় জঙ্গি দালাল বিএনপি নিপাত যাক বাংলাদেশ মুক্তি পাক  ইনকিলাব জিন্দাবাদ	Political Hate
38928	রুমিন আফা জয় বাংলা	None
38929	রুমিন ফারহানা খাস দালাল না ইন্ডিয়ান খাস মাগী	Profane
38930	তোর কপালে প্রচুর দুখ আছে পিনুতোর ৫০ প্রজন্ম পর্যন্ত পুইতা রাখবে মাটির নিচে তাও আবার জিন্দা দেখার অপেক্ষায় রইলাম	None
38931	রুমিন ফারহানার কাজই হইলোটকশো করে বেড়ানোআর টাকা কামানো	Abusive
38932	ফাতরা মহিলা একটা	Abusive
38933	দাদা অসাধারণ বিশ্লেষণ জন্য কৃতজ্ঞতা  দাদা দীর্ঘ ভিডিওর মাঝখানে রুমিন ফারহানার কিছু খাট কাঁপানো রোমান্স রাখা উচিত ছিল ইলিয়াস ভাইয়ের থেকে আপনি কিছু রোমান্টিক কালেকশন করে এই ভিডিওটিতে দেখালে খেলাটা জমে খির হয়ে যেত	None
38934	রুমিনকে আছোলা বাঁশ দিলেন	Abusive
38935	বয়কট বি এন পি	Political Hate
38936	দাদা	None
38937	দাদা আপনাকে প্রধানমন্ত্রী হিসাবে চাই	None
38938	ডাইনী	Abusive
38939	চারিদিকে নীরবতা কোন দালালির শব্দ শোনা যাচ্ছে না কোন হৈচৈ আছে  পরিবেশটা কি সুন্দর না  কারণ আজকে পিনাকী দাদা এই রুমিন ফারহানা নামক বাচালের মুখের ম্যানহোলের ঢাকনাটি বন্ধ করে দিয়েছেন জাতি স্বস্তি পেলো	Abusive
38940	শামসুজ্জামান দুদু‌কে নি‌য়ে কিছু বলা দরকার শুক্রবার জাতীয় প্রেস ক্লা‌ব মিলনায়‌তনে নবীন বিএন‌পি দ‌লের প্রতিবাদ সভায় দুদু ব‌লেন 'দেখা যা‌বে অ‌নে‌কেই নির্বাচ‌নে জামানত হা‌রি‌য়ে দেশ ছে‌ড়ে পালা‌বে' কা‌দের দেশ ছে‌ড়ে পালা‌নোর কথা বল‌ছেন নিশ্চয়ই জুলাই আন্দোল‌নের ছাত্রনেতা‌দের	None
38941	বিএনপি সকল অন্যায় কাজের জন্য সেরা	Political Hate
38942	দাদা যারা বর্তমান সরকারকে ব্যর্থ বলে কোন উন্নয়ন দেখছে না তাদের বয়ানের বিপরীতে ডকুমেন্টারি সিরিজ বানান আওয়ামিলীগ ও বিএনপির চুরি ডাকাতি দূর্নিতী ও ব্যর্থতা দেখিয়ে এবং বর্তমান সরকারের সফলতা দিয়ে ডকুমেন্টারি বানান দেশ জাতি আসল ঘটনা জানুক	Political Hate
38943	ভারতের দা লাল	Abusive
38944	এই বেডিডা ক্ষমতার লোভে চোখে সইরষা ফুল দেখতাসে আর কি তবে দাদা বাঁশটা খুব ভালো হইসে	Abusive
38945	দেশে এসে কা কা করো	Abusive
38946	রুমিন ফারহানা ভারতের টিভি চ্যানেলের সাক্ষাৎ যা বলেছে তা আমাদের দেশকে বেশ ছোট এবং খারপ রষ্ট্র হিসেবে উপস্থাপন করেছে এটা সম্পূর্ন রাষ্ট্র বিরুধী কাজ করেছে ওকে কেউ ক্ষমা করবেন না এখন যত দিন যাচ্ছে ফজলু পাগলার মতো মাতালের মত কথা বলতে থাকে একটা লেভেল থাকা দরকার কিভাবে ওরা পজিশন পায় তবে দোয়া রইল সৃষ্টিকর্তা যেন এদের মতো পাগলের কারনে বিএনপি তারাতারি বাংলাদেশের মানচিত্র থেকে মুছে যায় এবং সময়ের ব্যবধানে যেতে বাধ্যআমীন	Political Hate
38947	বিএনপি নেতা কর্মী সবাই অভিনয় নাটকের সেরা	Political Hate
38948	খানকি খায় না তো তাই পাগল হইয়া গেছে	Abusive
38949	বাবু শুধু হাসিনার পিছনে পড়ে থাকলে হবেএকটু দেশের খুনের ব্যাপারে বলেন বাবু	Abusive
38950	একটু বেশি করে করার দেরি	None
38951	সঠিক বলেছেন	None
38952	এরকম ভিড়িও চাই	None
38953	আপনাকে অনেক কৃতজ্ঞতা ওর গোমর ফাঁস করার জন্য	None
38954	চাপাবাজ	Abusive
38955	পিনাকী দাদা আপনি যে লেপটর নিয়ে বসে আছে তার বিষেয় কিছু কথাবলেন ২০০১৮ ইংলেশনের না সঠিক হয়ে আছে টকশোতেসে কথা র সময় যুদ্ধ লাগাইয়া যাইতআপনি তার বি ডিও গুলা দেখবেনসেত এখন জেলে থাকার কথা	Abusive
38956	দাদা একটা অনুরোধ করছি বিএনপি ৫ ই আগস্ট এর পর আওয়ামী লীগ এর নামে যে রাজনৈতিক মামলা গুলো করেছে সেগুলো তে অনেক সাধারণ মানুষের নাম দিয়ে তাদের হয়রানি করা হচ্ছে সরকারের দৃস্টি আকর্ষণ করতে এ বিষয়ে একটি এপিসোড তৈরি করুন প্লিজ	Political Hate
38957	রুমীন খানকি ইনকিলাব জিন্দাবাদ	Profane
38958	আরো ভিডিও চাই রুমিনকে পচানো	Abusive
38959	সত্য কথা বলেছেন আপনি আপনাকে অনেক কৃতজ্ঞতা	None
38960	কথা গুলোর অধিকাংশ বাস্তবতার সাথে মিল খুজে পাওয়া যায়	None
38961	কৃতজ্ঞতা ভাই	None
38962	রুমিন নিজের জন প্রিয়তা নিজের হাতে নষ্ট করছেআর বাকিটা দাদা আপনি শেষ করছেনরুমিনের সংসদ সদস্য হওয়ার সপ্ন সপ্ন রয়ে যাবে 	None
38963	দাদা তুমি বেচে থেকো	None
38964	দাদা	None
38965	আসল নষ্টামি রুমিমা	Abusive
38966	মব্বাজি আপনার নামকরনের ধরণটা আলাদা	None
38967	আপনার এপিসোড অনেক নতুনত্ব দেখা যায়কিন্তু বুঝতে কষ্ট হচ্ছে বিএনপিকে আপনি ক্ষমতায় না চাইলে কোন যোগ্য দলকে চানযে দলকে আপনি ক্ষমতায় দেখতে চান সেই দলকে নিয়ে একটা এপিসোড করলে খুশী হব	None
38968	মগ বাজী না মাগী বাজ আপা	Profane
38969	রুমিন ফারহান কথা হলোআওয়ামী সময় আওয়ামি খারাপ এখন ইউনুস সরকার খারাপ ভালো শুধু রুমিন পাটি এখন জনগণ দেখতেছে ভালো খারাপ কেপিএপিকে জনগণ তুতু দিতেছে	Political Hate
38970	রুমিন ফারহানা ফজু পাগলা গোলাম ময়লা রনি কথা কামাল এরা সবাই আলীগের মাল ॥	Political Hate
38971	দাদা আপনি একটা জিনিস	None
38972	আপনার তো কোন ক্লাসই নেই বুঝলেন পিনাকি	None
38973	পিনাকী ভট্টাচার্য দাদা আপনাকে অসংখ্য অসংখ্য শুভেচ্ছা	None
38974	দালাল রুমি ফারহানা বিএনপি বয়কট	Abusive
38975	তোমার মুখে ইনকিলাব সিপির ও স্লোগান ইন ক্লাব এতেই বোঝা যায় তুমি এনসিপির দালাল দেশে অস্থির মব সৃষ্টির কারিগর তুমি	Political Hate
38976	পিনাকি দাদা তুই একটা বা 054 টপার তুই একটা তুমি এনসিভিনিয়ার নিয়ে দল গঠন করবা না তোমাদের এনসিপির অবস্থা আমি লীগের মতনই হবে	Political Hate
38977	রবিন পারেনা বিয়া বইলা আমি বিয়া করমু	Abusive
38978	আনিস চুন্নু ফিরোজ হাওলাদার এরা মূলত আওয়ামী লীগের লোক এরা আওয়ামী লীগকে পুনর্বাসন করার জন্যই জাতীয় পার্টি ও জিএম কাদের বিরুদ্ধে এরা বহুমুখী ষড়যন্ত্র করে যাচ্ছে এরাইতো নিজেদের স্বার্থে এরশাদ সাহেবকে সিএমএইচে ভর্তি নামে জিম্মি করে আওয়ামী লীগের সাথে রাতে ভোটে এমপি হয়ে মন্ত্রী হয়েছিলো	Political Hate
38979	পালা পাকিস্তানি	Abusive
38980	যেখানে বিএনপির কেন্দ্রীয় নেতারা তালে নেইসেখানে তো নেতা কর্মীরা বেতাল থাকবেবিএনপি এই মুহুর্তে দেশের জন্যে বিপদ সংকেত	Political Hate
38981	পিনাকির আসল বাবা হলো সোয়েব আদুল্লাহ পাকিস্তানি চেয়ারা ও একদম মিল	None
38982	শিবির চুদিপিনাকী চুদিদেশে আয়	Profane
38983	সাবাশ দাদা আপনার কথা যতোই শ্রবন করি ততোই ভালো লাগে অসাধারণ যুক্তি আপনার	None
38984	সুন্দর বলেছেন দাদা তবে মূল বিষয় থেকে দৃষ্টি যেন সরে না যায় হাসিনার ফাঁস হওয়া অডিও ক্লিপ 	None
38985	এই রকম সমাজে হাজার হাজার সুশীল বেশ্যা রয়েছে যাদের টাকার ও ক্ষমতার দাম্ভিকে পাঁ মাটিতে পড়ে না ও মুখে কিছু আটকায় না	Abusive
38986	রুমিন ফারহানা মনে হই আওয়ামী লীগের শামিম ভাইয়ের বন্ধু ছিল	None
38987	মাগি রুমিন	Abusive
38988	অবশ্যই ঠিক বলেছেন	None
38989	র এজেন্ট এই পুমিন কারখানাঅরজিলান আমলিকান	None
38990	রুমিন ফারহানা আওয়ামী লীগের দোসর আওয়ামী লীগের হালুয়া রুটি খাওয়া মানুষ	Political Hate
38991	নুরুরুমিনা ফারহানা আর গোলাম মাওলা রনি কখন কি বলে ওরা নিজেরাই জানে নাওদের নিজেদের উপর নিজেদেরই কন্ট্রোল নেইদিনে দিনে ওদের আচরণ ওদের মুখোশ খুলে দিয়েছে	Abusive
38992	লেংটু সোলেমান	Abusive
38993	দাদা আপনি আমাকে আপনার সহ কারি করেন আপনার সাথে কাজ করতে চাই	None
38994	সে একটা দাউস	None
38995	পিনাকি আর ইলিয়াসের কথা শুনলে বিএনপি জনমানুষের প্রেমর ১নং দল হবে	None
38996	চমৎকার ছবি	None
38997	দাদা আপনার জন্য সব সময় দোয়া থাকে যেন ভালো থাকেন মহান সৃষ্টিকর্তা আপনার মঙ্গল করুক	None
38998	পাগলাচোদা	Abusive
38999	এটা ভারতের দালাল	Abusive
39000	দাদা মরিচ টা কম হয়ছেআরো একটু লাগবেসামনে আরো একটা দেখতে চাই কড়া ঝালের	None
39001	ভাই আপনার ভিডিও ফানি ভিডিওর চেয়ে কম কিছু না	None
39002	আসলেই সত্য	None
39003	মনে অনেক শান্তি পাইলাম দাদাইনকিলাব জিন্দাবাদ	None
39004	রুমিন তো রাতের রানী	None
39005	এটা আগে দরকার ছিল একটু দেরি হয়ে গেল দাদা	None
39006	আপনি আসলেই হিরো	None
39007	মাশাল্লাহ বিএনপি বয়কট চাঁদাবাজ	Political Hate
39008	যারা হাজারো পুরুষের আসক্ত তাদের এক পুরুষ দিয়ে হবে না তাই রুমিন ফারহানা মতো রাজনীতিবিদরা এরা হাজারো নেতাদের খাট কাঁপিয়ে এসেছে এরা বারোভাতারী	Abusive
39009	তুই নিজেই একটা ভারতের র	Abusive
39010	দাদা রুমিন ফারহানা হচ্ছে জাউরার জাওরা আপনি আমাকে জাওরার জাওরা সীল মারলেন না কেন	Abusive
39011	ইনকিলাব জিন্দাবাদ	None
39012	জামাতশিবিরের অনেক গুণ মসজিদের ভিতরে ইমাম খুন দাঁড়িপাল্লায় ভোট দিন মসজিদ থেকে লাশ নিন চাঁদার নয় হাদিয়া দিন	Political Hate
39013	ভাই বিএনপি প্রত্যেক বাসা দোকান কারখানা ইত্যাদিইত্যাদি থেকে ময়লার নামে রাতে পাহাড়া দারের নামে ক্লিনারের নামে ছিলিপ দিয়ে দিয়ে টাকা আদায় করে এ নিয়ে একটু কথা বলবেন	Political Hate
39014	বিএনপি আর আওয়ামী লীগ একই মূদ্রার এপিট অপিট	Political Hate
39015	বলছিলাম কি পিনাকী কাকু এই বেডিরে বিয়া দিয়া আমাদের দেশবাসীরে বাঁচান বেডির ভিটামিন স্বামীর শাসন খুব দরকার	None
39016	অন্তত তিন বছর পর নির্বাচন চাই	None
39017	একমাত্র পিনাকী ভালো বাকি সব ভালা না আর কত পিনাকী করবে দাদা ও দাদা তুমি কি মুসলমান হয়সো নি এতদিন রুমিন ফারহানা ভালা আছিল এহান খারাপ হয়া গেসে গা তুমি এহন ফাউল হয়সো পিনাকি দা না ভাই	Abusive
39018	আরে দাদা রুমিন ফালতু বহূরূপী বাঁচাল তাকে নিয়ে সময় নষ্ট করেছেন কেন	Abusive
39019	সেই আইক্কাওলা বাঁশটা দিল রুমিন ফারহানারে আরেকটা আইক্কাওয়ালা বাঁশ দেওয়ার দরকার	Abusive
39020	কৃতজ্ঞতা পিনাকী দাদা	None
39021	দাদা এই মহিলারে আরো বেশি বেশি করে বাঁশ দেন দেখলেই অসহ্য লাগে	Abusive
39022	দাদা তুমি সত্য বলা ভুলে গেছ	None
39023	রাস্তা একটা বাটপার রনি ফারহানা নিয়মিত	Abusive
39024	শামীম ওসমান প্রায় সময় রুমিন ফারহানাকে খেলাধুলা করতেন এটা কেউ মানেন আর না মানেনওদের অন্তরঙ্গ দেখলেই বুঝা যায়	None
39025	দাদা ঠিকই বলছে এই দেখছি সঠিক পথেই আছে বাংলাদেশের বুদ্ধিজীবীরা সাংবাদিকরা যদি ভাবে থাকত সঠিক পথে অবশ্যই বাংলাদেশ সঠিক স্থান দিয়ে কয়টি হয়	None
39026	সৃষ্টিকর্তা বেশ সময় বেশ কিছুই বুঝে শুনে করেন তাহার বড় উদাহরণ রুমিন ফারহানার বিয়ে না হাওয়া যে বেটা ওকে বিয়ে করবে তাহার সারা জীবন বরবাদ হয়ে যেত	None
39027	শিক্ষিত শয়তান	Abusive
39028	দাদা রুমিন বিয়ে করেনা কেনআপনার অনুসন্ধানে জানতে চাই	None
39029	সেই রকম এটা ভিডিও	None
39030	দাদা আপনার কথাগুলো 100 সত্য এবং দেশের মানুষের জন্য সতর্কবার্তা	None
39031	রুমিন তোমাকে পাইলে মানুয গায়ের কাপড় খুলে নিবে 	Abusive
39032	অসাধারণ দাদা	None
39033	ফাসি আর জেল দিলে তর সমস্যা কি তুইত ভয়ে জীবনে দেশেও আসবি না সেই যে দৌড় খেয়ে পালিয়েছিস সেই গিয়েছিস ত গিয়েছিস ই সেখানকার সরকারের পায়ে ধরে আশ্রয় নিয়ে থাক তুই মনে করিস তরে ফাসি আর জেল দিলেই কি তুইত দেশেই আসবি না	Abusive
39034	ঠাপা আবিয়াইত্তা গিমারে	None
39035	টা সেই	None
39036	রুমিনকে কখনোই সংগতিপূর্ণ মনে হয়নি ননসেন্স কথাবার্তা বলে অহংকারী মুর্খ	Abusive
39037	রুমি ফারহানা টাকার বিনিময় শীর্ষ সন্ত্রাসীদেরকে জামিন করাইতেছে	Abusive
39038	কৃতজ্ঞতা পিনাকী দাদা একবারে সত্য নির্ভর সংবাদ তুলে ধরেছেন এই দালালদের আমরা সাধারণ মানুষ এদের আসল রুপ ধরে ফেলেছি	None
39039	রুমিন ফারহানার বাবা ড অলি আহাদ ছিলেন আওয়ামী লীগের প্রতিষ্ঠাতা সাংগঠনিক সম্পাদক	None
39040	মমতাজের আপডেট ভার্সন ব্যারিস্টার রুমিন ফারহানা	None
39041	বুদ্ধি বেশি হইলেও আক্কেল কম মজা পাইলাম	None
39042	আধা ঘন্টা করে দেখার পরও বিরক্ত না লাগা আমি এক ক্ষুদ্র ব্যক্তি বলছি	None
39043	দাদা ওরতো হাসিনার মতো শামি নাই ওরে একটু মোদিরকাছে পাঠান	None
39044	ভালো দিছেন	None
39045	রুমিন ফাফহানা	None
39046	দাদা সেলুট আপনারে	None
39047	স্বামী নাই তো তাই বাশ খেলে ভালো	Abusive
39048	ইনকিলাব জিন্দাবাদ	None
39049	তাড়াতাড়ি বিয়ে দিয়ে দাও	None
39050	বঙ্গবান্ধবী	None
39051	সকলের জানা উচিত পিনাকির অতীতের কুকর্ম যে বাংলাদেশের বগুড়া জেলার ২৯০ জন শিশুকে নকল ওষুধ দিয়ে হত্যা করেছে আর এখন ফ্রান্স বসে দেশ প্রেমের নাম দেশের অগ্র গতিকে নষ্ট করছে  =23	Abusive
39052	পিনাকি তোর জন্মের দোষ আছে	Abusive
39053	তোমার জন্মের দোস আছে	None
39054	তুমার বাপ যে দাদা পাকিস্থানের ছিল ওনার নাম যেন কিচেহারায় কিন্ত মেলা মিল	None
39055	তুই আকাডা কঠিন মুত পড়া খাইছিস সুদিনুসের বুজাই যাচ্ছে	Abusive
39056	একদম দাদার গঠন পাইছে রুমিন ফারহানা	None
39057	সফলতা বাংলা ধানের শীষ	None
39058	মমতাজ প্রো	None
39059	সাবাস দাদা ইনকিলাব জিন্দাবাদ	None
39060	কৃতজ্ঞতা পিনাকী দাদা কে	None
39061	আপনারা খেয়াল করছেন ভারতের চ্যানেল এ রুমিন এর নাম লিখছে রুমিন ফাফহানা	None
39062	এই সমস্ত নষ্ট রুমিন ফাইরালার জন্য বিএনপি বান্গুু হুগা মারা খাইবো	Political Hate
39063	তর মার হেডা	Profane
39064	নগর ভবনে দশ দিন ধরে বাল বাজি করছে	Profane
39065	বাংলাদেশের রাজনীতিতে পিনাকী দাদার মতো এই কয়েকজন দিকপাল হতে বর্তমান সময়ে দেশের মানুষের পক্ষে এবং এই বাংলাদেশ তার এই সংকট পূর্ণ সময় হতে উত্তরণে আরো কিছু দায়িত্বপূর্ণ ভূমিকা আমরা আশা করি বর্তমানে সশস্ত্র বাহিনীর সক্ষমতা বিশেষ করে বিমান বাহিনীর দুর্বলতা দেশের স্বাধীনতা সার্বভৌমত্বকে গভীর সংকটে নিপতিত করেছে অতএব বর্তমানে সশস্ত্র বাহিনীতে ভারতীয় দালাল মুক্ত করে সংস্কার এবং বিমান বাহিনীতে চাইনিজ জে১০ সি পিএল ১৫ মিসাইল সহ অন্ততপক্ষে দুই স্কোয়াড্রন এবং পাকিস্তান হতে আধুনিক মিসাইল সিষ্টেম ফাত্তাহ সহ জে এফ ১৭থান্ডার দুই স্কোয়াড্রন কেনার মাধ্যমে এই দুই দেশের সাথে নিরাপত্তামূলক সামরিক চুক্তি করে দেশের বহিশত্রুর হুমকি মোকাবেলায় কার্যকর পদক্ষেপ নিলে দেশের রাজনৈতিক এবং আভ্যন্তরীণ সমস্যা ৮০ সমাধান হয়ে যাবে বলে আমাদের বিশ্বাস আমি এই দেশের একজন ক্ষুদ্র জনগণ এবং জুলাই গণঅভ্যুত্থানের একজন ক্ষুদ্র কর্মি এবং এই দুই জন বিশাল ব্যাক্তিত্বের একজন ক্ষুদ্র ভক্ত হিসেবে দুই জনের কাছেই অনুরোধ করব তারা যাতে এই সংবিধান সংস্কারের পাশাপাশি এই দুটি বিষয় নিয়ে সরব হয়ে জাতীয় নিরাপত্তা উপদেষ্টা জনাব খলিল এবং প্রফেসর ইউনুস সরকারের উপর কার্যকর চাপ প্রয়োগের মাধ্যমে এই তিনটি বিষয় এই অন্তর্বর্তী সরকারের আমলেই সমাধান করেন এগুলো সমাধান হলে তিস্তা চুক্তি কার্যকর হওয়া থেকে শুরু করে রোহিঙ্গা সংকট পর্যন্ত সর্বক্ষেত্রেই বাংলাদেশ ভারতীয় এবং বহির্বিশ্বের পরাধীনতা হতে মুক্তি পাবে এবং বাংলাদেশের মানুষ সত্যিকারের স্বাধীনতা সার্বভৌমত্ব উপভোগ করতে পারবে যেগুলো শুধুমাত্র এই সরকারের আমলেই সম্ভব	None
39066	রুমিনকে পচাতে এই প্রমান গুলোই যথেষ্ট	Abusive
39067	আপাকে ধোঁয়ার জন্য কৃতজ্ঞতা দাদা	None
39068	ভোটের রাজনীতি মানে কৌশল  দাদা বিএনপি সে কৌশলে হেরে যাচ্ছে স্বৈরাচার কাছে কখনো হার মানেন নাই সত্য প্রকাশ করলে হেডম লাগে সেটা আপনার ভিতর আছে দাদা	Political Hate
39069	আমি জানিনা আমার কমেন্টি পড়বেন কিনা আমার কথা আছে যে বিএনপি যে বলে আমরা চাদবাজ না তাহলে ক্ষমতাই না যেয়েই কি ভাবে তারা ইউনিয়ন পরিশোধ গুলো কাদের দখলে সেই পাঁচই আগষ্টের পর থেকেই এটাকী আইনি ভাবে আছে দেশকি প্রশাসন নেই জানিনা বুজাতে পরছি কি না	Political Hate
39070	একদম ভরে দিছে	None
39071	দাদা আপনি একটা জিনিস	None
39072	দাদাএই তো একটা ঘুপশি	None
39073	দেশে আহো কাকু	None
39074	রুমিনের চিপা দিয়ে ডুকিয়ে দিলেন পুরোটা	None
39075	যে চাঁদাবাজ দের বিরুদ্ধে আমি তার পক্ষে যে দখলবাজদের বিরুদ্ধে আমি তার পক্ষে যে ভারতীয় আগ্রাসনের বিরুদ্ধে আমি তার পক্ষে হোক সে হিন্দু বৌদ্ধ বা মুসলিম আমি জনগণের পক্ষে ন্যায়ের পক্ষে কল্যানের পক্ষে	None
39076	একজন পিনাকি হাজার জন বিএনপির নেতা কর্মী র চাইতে উত্তম পিনাকি দার একটা কন্টেন্ট বিশ্ববিদ্যালয়ের ১০টা ক্লাসের সমান	None
39077	এই ইডিটর সাহেব এর সাথে দেখা করতে চাই পিনাকী দা	None
39078	একজন ভন্ড মহিলা	Abusive
39079	আওয়ামী ফ্যাসিবাদের সময় যারা ভালো থাকবে তারা এই সময় ভালো থাকবে না এটাই স্বাভাবিক	Political Hate
39080	সেই হয়েছে দাদা	None
39081	ইরান ফিলিস্তিন জিন্দাবাদ বাগেরহাটের মোল্লা হাট উপজেলা থেকে জামায়াতে ইসলামী বাংলা দেশ জিন্দাবাদ	None
39082	দাদা আপনি এখনো ভাল	None
39083	ফজু পাগলা	Abusive
39084	রাইট	None
39085	বি এন পি র বেশ্যা	Profane
39086	ইনকিলাব জিন্দাবাদ	None
39087	নষ্ট মহিলা মুনাফেকী করা এর ধর্ম আওয়ামী ও ইনডিয়ান ইসকনের হয়ে কাজ করে	Religious Hate
39088	দাদা যে মারটা দিলেন	None
39089	চাঁদাবাজের আশ্রয় প্রশ্রয়দাতা রুমিন ফারহানা ভারতের দালাল ফ্যাসিবাদের দোসর	Abusive
39090	রুমিন ফারহানা শিখতে পারেনি যে অসত্য কথা উচ্চ শব্দে বললেই সেটা সত্য হয়ে যায় না ভারতের গণমাধ্যমে নিজ দেশেের গীবত পরচর্চা করে নিচু রুচীর পরিচয় দিয়েছেন রুমিন ফারহানা	Abusive
39091	রুমিন ফারহান একজন লোভী মহিলা  হাসিনার কাছে দুই কাটা জমি আবেদন করেছিল এজন্য হাসিনার সাথে ও দেখা করেছিল  কিন্তু কাজ হয়নি পায়নি জমি	Abusive
39092	বাঁশ টা সঠিক জাগায় দেয়া হয়েছে আমার যে কি ভাললাগতাছে	None
39093	দাদা রুমিন আপার যে বয়স কি করে একা থাকে বিয়ের সাদি কি করবে না	None
39094	ভারতের দালাল রোমি	Abusive
39095	রুমিন একটা ফালতু মহিলা	Abusive
39096	দাদা অনেক কৃতজ্ঞতা আপনাকে	None
39097	শেক চোখমারানি রুমিন ফারহানা কে বাশ দিলো পিনাকি দাদু	Abusive
39098	এইসব করে উস্কে দিয়ে উসকে দিয়ে দেশের অবস্থা খারাপ করে আপনার লাভ আপনার তো বাহিরে আছেন আপনার কোন সমস্যা নাই আমরা যারা দেশে আছি আমরা খুব অশান্তিতে আছি এগুলি ছাড়ে দেশকে আগে এগিয়ে নিয়ে যান ভালো হবে	Political Hate
39099	আপনি একটা ভন্ড লোক	Abusive
39100	দাদা আপনার জন্যই আমরা ভুলো মন বাংগালী পিছনের কথা গুলো মনে করতে পারি	None
39101	সবসময় পাশে আছি এগিয়ে যান	None
39102	দাদা স্যালুট	None
